Date	        Open	High	Low	Close	Volume
11/5/2015	108.8	110.65	107.95	108.76	62950620
11/4/2015	103.19	104.14	102.48	103.9998	32854441
11/3/2015	103.22	103.65	102.4	102.58	20960367
11/2/2015	102.46	103.47	101.18	103.31	23848882
10/30/2015	104.51	104.72	101.65	102	32965789
10/29/2015	103.96	105.12	103.52	104.88	19966871
10/28/2015	103.9	104.48	102.92	104.2	23929498
10/27/2015	102.94	104.1	102.4	103.7	22836004
10/26/2015	102.2	103.81	101.55	103.77	25759942
10/23/2015	101.91	102.85	100.16	102.19	42479359
10/22/2015	97.79	99.73	97.55	99.67	24746854
10/21/2015	97.37	98.18	96.47	97.11	21883400
10/20/2015	98.73	99.59	96.56	97	30639073
10/19/2015	97.18	98.57	96.92	98.51	23284291
10/16/2015	96.18	97.59	95.35	97.5395	25110115
10/15/2015	94.99	96.3	94.9	95.96	27367422
10/14/2015	94.08	95.2	93.61	94.07	19003207
10/13/2015	93.66	95.37	93.55	94.12	19113135
10/12/2015	93.32	94.6	92.67	94.26	18449562
10/9/2015	92.9	93.74	92.239	93.24	19810601
10/8/2015	91.89	93.22	90.47	92.47	27143774
10/7/2015	93.11	93.66	91.37	92.4	23955962
10/6/2015	94.08	94.17	92.34	92.8	22233039
10/5/2015	92.94	94.27	92.66	93.995	26844609
10/2/2015	88.9	92.2	88.37	92.07	37402396
10/1/2015	90.05	90.95	88.36	90.95	28937481
9/30/2015	88.44	90.02	88.01	89.73	35159225
9/29/2015	89.1	90.06	85.72	86.67	41672677
9/28/2015	92.08	92.29	88.18	89.21	40914897
9/25/2015	95.79	95.85	92.06	92.77	28713963
9/24/2015	93.06	94.765	92.24	94.41	28342787
9/23/2015	93.4	94.32	92.8	93.97	21601411
9/22/2015	93.77	94.68	91.92	92.957	36534460
9/21/2015	94.62	96.49	94.52	95.55	28600519
9/18/2015	93.2	95.19	93.05	94.4	53994374
9/17/2015	93.37	95.51	92.9	94.34	27579259
9/16/2015	92.9	93.6	92.63	93.45	16195521
9/15/2015	92.37	93.25	91.79	92.9	18597205
9/14/2015	92.31	92.62	91.6	92.31	19999790
9/11/2015	91.68	92.08	91.13	92.05	21185049
9/10/2015	90.07	92.06	89.63	91.98	26437398
9/9/2015	90.78	91.98	90.17	90.44	32551123
9/8/2015	89.69	90.24	88.83	89.515	26612611
9/4/2015	87.2	88.39	86.7	88.26	27097585
9/3/2015	89.76	89.82	87.73	88.15	26804769
9/2/2015	88.82	89.89	87.63	89.89	26767522
9/1/2015	86.99	89.39	86.5	87.23	35635829
8/31/2015	90.59	91.05	88.89	89.43	32850666
8/28/2015	89.94	91.48	89.792	91.01	32883332
8/27/2015	89.19	90.06	87.19	89.73	41650270
8/26/2015	85.95	87.46	83.26	87.19	44331502
8/25/2015	86.95	87.67	83.11	84.1148	48598535
8/24/2015	77.03	87.14	72	82.48	79521576
8/21/2015	87.52	89.18	85.61	86.26	59728488
8/20/2015	93.54	94.77	90.46	90.56	44095135
8/19/2015	94.63	96.1	94.161	95.34	23059772
8/18/2015	94.08	95.85	94.04	95.17	22121139
8/17/2015	94.42	94.46	93.39	93.93	18201375
8/14/2015	93.54	94.72	93.21	94.42	15775441
8/13/2015	94.05	94.73	93.35	93.43	17188664
8/12/2015	92.7	94.44	91.19	94.19	26887022
8/11/2015	93.73	94.76	92.9006	93.62	21288151
8/10/2015	95.68	95.9	93.63	94.15	21175845
8/7/2015	95.38	95.4	93.61	94.302	23062074
8/6/2015	97.18	98.74	94.42	95.12	41883088
8/5/2015	95.25	97.09	95.18	96.44	29629221
8/4/2015	93.79	94.73	93.33	94.06	19927730
8/3/2015	93.53	95.08	92.8	94.14	29171936
7/31/2015	94.95	96.33	93.95	94.01	43778377
7/30/2015	94.91	95.81	91.8	94.95	85661279
7/29/2015	96.32	97.28	94.74	96.99	46266537
7/28/2015	94.84	95.56	93.31	95.29	33897847
7/27/2015	96.58	96.61	93.8301	94.17	38218951
7/24/2015	97.35	97.76	95.88	96.979	33098010
7/23/2015	96.96	97.45	94.81	95.43	28377083
7/22/2015	96.74	97.58	95.92	97.03	28065641
7/21/2015	98.95	99.24	97.1427	98.39	38695710
7/20/2015	95.85	98.6	95.36	97.91	48360544
7/17/2015	92.55	95.39	92.54	94.97	53369910
7/16/2015	90.28	90.86	90.86	90.85	20691791
7/15/2015	90	90.99	89.42	89.76	30657518
7/14/2015	90.46	90.8	89.65	89.68	26492276
7/10/2015	87.35	88.22	86.77	87.95	23085067
7/9/2015	86.73	87.6	85.6499	85.88	23096853
7/8/2015	86.29	86.75	85.445	85.6401	24095618
7/7/2015	87.8	87.85	85.231	87.22	32843511
7/6/2015	86.49	88.1846	86.39	87.55	24515761
7/2/2015	87.4	87.44	86.3401	87.285	16637546
7/1/2015	86.77	87.95	86.49	86.91	24994529
6/30/2015	86.6	86.7	85.57	85.765	22772934
6/29/2015	86.61	87.5	85.73	85.807	35796568
6/26/2015	88.12	88.34	86.8283	88.01	33639434
6/25/2015	89.26	89.4	87.835	87.98	27078238
6/24/2015	87.66	89.25	87.45	88.86	41061969
6/23/2015	84.96	87.97	84.76	87.88	49997617
6/22/2015	83.41	84.97	83.31	84.74	28885147
6/19/2015	82.83	82.98	82.12	82.51	21601163
6/18/2015	81.64	83.19	81.57	82.905	26635161
6/17/2015	81.76	82.22	81.34	81.79	18227810
6/16/2015	80.82	81.51	80.45	81.06	13550738
6/15/2015	80.55	80.93	80.07	80.71	18255155
6/12/2015	81.37	82.09	81.2	81.53	11417882
6/11/2015	82.31	82.9	81.36	81.83	18656811
6/10/2015	80.83	82.6	80.81	82.16	21531208
6/9/2015	80.6	81.19	79.32	80.67	16497538
6/8/2015	81.82	82	80.13	80.67	16795386
6/5/2015	81.87	82.46	81.51	82.14	16007557
6/4/2015	82.14	82.95	81.51	82.05	20562844
6/3/2015	81.35	82.53	81.25	82.44	31444626
6/2/2015	79.76	81.35	79.56	80.445	18859768
6/1/2015	79.3	80.38	78.66	80.29	17871392
5/29/2015	79.95	80.07	78.88	79.19	15226095
5/28/2015	80.25	81.0745	80	80.145	11847078
5/27/2015	79.6	80.66	79.43	80.55	13981008
5/26/2015	80.43	80.6	79.08	79.335	16144413
5/22/2015	80.35	81.31	80.25	80.54	19453942
5/21/2015	80.19	80.92	80.08	80.48	13327168
5/20/2015	80.47	81.1	79.46	80.55	22529560
5/19/2015	81.25	81.69	80.55	80.63	17834830
5/18/2015	80.33	81.38	80.23	80.88	20973302
5/15/2015	81.41	81.52	80.18	80.42	26914202
5/14/2015	78.94	81.845	78.67	81.37	49437996
5/13/2015	77.72	78.53	77.65	78.45	21295807
5/12/2015	77.87	77.89	76.79	77.46	21285310
5/11/2015	78.48	79.03	77.93	78.01	18874054
5/8/2015	79.1	79.23	78.03	78.51	19943595
5/7/2015	78	78.94	77.56	78.425	19749428
5/6/2015	77.97	78.81	77.05	78.1	28663026
5/5/2015	78.55	78.8	77.22	77.56	22311318
5/4/2015	79.33	79.69	78.6301	78.81	14691991
5/1/2015	79.24	79.76	78.11	78.98	22587617
4/30/2015	80.01	80.96	78.32	78.763	28374455
4/29/2015	80.01	81.39	79.52	80.465	25691148
4/28/2015	81.83	81.9	80.23	80.68	23471229
4/27/2015	81.87	82.93	81.63	81.91	24995797
4/24/2015	82.77	82.94	81.48	81.51	29306265
4/23/2015	84.1	85.59	82.41	82.41	73407884
4/22/2015	84.32	84.74	83.65	84.63	33651324
4/21/2015	84	84.49	83.54	83.62	26629071
4/20/2015	81.54	83.15	81.24	83.09	28551735
4/17/2015	81.48	82.11	80.37	80.78	23946234
4/16/2015	82.47	83.07	82.15	82.31	13611386
4/15/2015	83.55	83.66	82.27	82.705	22219817
4/14/2015	83.17	83.69	82.44	83.515	19520669
4/13/2015	81.93	83.94	81.92	83.01	26644738
4/10/2015	82.21	82.61	81.91	82.029	12385810
4/9/2015	82.5	82.8	81.71	82.17	15827837
4/8/2015	82.63	83.1	81.84	82.275	18857170
4/7/2015	82.65	83.42	82.22	82.32	17341032
4/6/2015	80.8	82.81	80.8	82.44	18962380
4/2/2015	82.25	82.56	81.44	81.557	19499015
4/1/2015	82.5	82.72	80.87	81.665	21936068
3/31/2015	82.9	83.5	82.21	82.215	19431503
3/30/2015	83.81	84.34	82.41	83.195	24299638
3/27/2015	83.38	83.95	82.88	83.3	18229592
3/26/2015	82.72	83.77	82.14	83.03	32684180
3/25/2015	85.5	85.52	82.92	82.94	37000836
3/24/2015	84.71	86.0699	84.52	85.31	32403527
3/23/2015	83.92	84.96	83.3	84.43	26904158
3/20/2015	83.39	84.6	83.07	83.8	43391719
3/19/2015	81.12	83	81	82.75	41887638
3/18/2015	79.25	81.24	79.17	80.9172	36597388
3/17/2015	78.36	79.78	78.34	79.365	21807110
3/16/2015	77.96	78.12	77.36	78.07	19065985
3/13/2015	78.6	79.38	77.68	78.05	18225601
